word,meaning,mnemonic,image,video,example,synonyms,antonyms,difficulty,category,setIds
demur,to object or show reluctance,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Wallace disliked the cold, so he demurred when his friends suggested they go skiing in the Alps.",,,medium,academic,gre
jovial,full of or showing high-spirited merriment,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The presidential candidate and her supporters were jovial once it was clear that she had won.,,,medium,academic,gre
tout,advertize in strongly positive terms; show off,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"At the conference, the CEO touted the extraordinary success of his company's Research & Development division.",,,medium,academic,gre
variance,the quality of being different,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The cynic quipped, “There is not much variance in politicians; they all seem to lie”.",,,medium,academic,gre
unforthcoming,"uncooperative, not willing to give up information",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The teacher demanded to know who broke the window while he was out of the room, but the students understandably were unforthcoming.",,,medium,academic,gre
eradicate,to completely destroy,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"I tried eradicating the mosquitos in my apartment with a rolled up newspaper, but there were too many of them.",,,medium,academic,gre
untenable,(of theories etc) incapable of being defended or justified,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"With the combination of Kepler's brilliant theories and Galileo's telescopic observations, the old geocentric theory became untenable to most of the educated people in Europe.",,,medium,academic,gre
inflammatory,"extremely controversial, incendiary",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,It only takes one person to leave an inflammatory comment on an Internet thread for that thread to blow up into pages upon pages of reader indignation.,,,medium,academic,gre
emulate,"strive to equal or match, especially by imitating; compete with successfully",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"To really become fluent in a new language, emulate the speech patterns of people who speak the language.",,,medium,academic,gre
duplicity,"deceitfulness, pretending to want one thing but interested in something else",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,A life of espionage is one of duplicity: an agent must pretend to be a totally different person than who she or he actually is.,,,medium,academic,gre
ineluctable,impossible to avoid or evade:,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"For those who smoke cigarettes for years, a major health crisis brought on by smoking is ineluctable.",,,medium,academic,gre
dispatch,the property of being prompt and efficient,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"She finished her thesis with dispatch, amazing her advisors who couldn't believe she hadn't written 60 scholarly pages so quickly.",,,medium,academic,gre
incessant,uninterrupted in time and indefinitely long continuing,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"I don't mind small children in brief doses, but I think the incessant exposure that their parents have to them would quickly wear me down.",,,medium,academic,gre
eponym,the name derived from a person (real or imaginary); the person for whom something is named,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Alexandria, Egypt is an eponym because it is named after Alexander the Great.",,,medium,academic,gre
indict,to formally charge or accuse of wrong-doing,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The bankrobber was indicted on several major charges, including possession of a firearm.",,,medium,academic,gre
maudlin,overly emotional and sad,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Just as those who were alive during the 70’s are mortified that they once cavorted about in bellbottoms, many who lived during the 80’s are now aghast at the maudlin pop songs they used to enjoy—really, just what exactly is a total eclipse of the heart?",,,medium,academic,gre
laudable,worthy of high praise,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,To say that Gandhi's actions were laudable is the greatest understatement; he overthrew an empire without violence.,,,medium,academic,gre
disinterested,unbiased; neutral,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The potential juror knew the defendant, and therefore could not serve on the jury, which must consist only of disinterested members.",,,medium,academic,gre
bolster,support and strengthen,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The case for the suspect's innocence was bolstered considerably by the fact that neither fingerprints nor DNA were found at the scene.,,,medium,academic,gre
quip,a witty saying or remark,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"In one of the most famous quips about classical music, Mark Twain said: ""Wagner's music is better than it sounds.""",,,medium,academic,gre
dovetail,"fit together tightly, as if by means of an interlocking joint",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Although Darwin's evolution and Mendel's genetics were developed in isolation from one another, they dovetail very well.",,,medium,academic,gre
exalt,praise or glorify,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The teenagers exalted the rock star, covering their bedrooms with posters of him.",,,medium,academic,gre
verisimilitude,the appearance of truth,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"All bad novels are bad for numerous reasons; all good novels are good for their verisimilitude of reality, placing the readers in a world that resembles the one they know.",,,medium,academic,gre
doughty,brave; bold; courageous,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,I enjoy films in which a doughty group comes together to battle a force of evil.,,,medium,academic,gre
maladroit,clumsy,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"As a child she was quite maladroit, but as an adult, she has become an adept dancer.",,,medium,academic,gre
chivalrous,being attentive to women like an ideal knight,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Marco's chivalrous ways, like opening doors and pulling out chairs, was much appreciated by his date.",,,medium,academic,gre
reservation,an unstated doubt that prevents you from accepting something wholeheartedly,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"I was initially excited by the idea of a trip to Washington, D.C.  but now that I have read about the high crime statistics there, I have some reservations.",,,medium,academic,gre
detrimental,"(sometimes followed by ""to"") causing harm or injury",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Many know that smoking is detrimental to your health, but processed sugar in large quantities is equally bad.",,,medium,academic,gre
catalyst,something that speeds up an event,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Rosa Park’s refusal to give up her bus seat acted as a catalyst for the Civil Rights Movement, setting into motion historic changes for African-Americans.",,,medium,academic,gre
anomaly,"something that is not normal, standard, or expected",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"After finding an anomaly in the data, she knew that she would have to conduct her experiment again.",,,medium,academic,gre
diatribe,a strong verbal attack against a person or institution,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Steve’s mom launched into a diatribe during the PTA meeting, contending that the school was little more than a daycare in which students stare at the wall and teachers stare at the chalkboard.",,,medium,academic,gre
veneer,covering consisting of a thin superficial layer that hides the underlying substance,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Mark Twain referred to the Victorian Period in America as the ""Gilded Age"", implying the ample moral corruption that lay beneath a mere veneer of respectability.",,,medium,academic,gre
